url	http_status	bytes	sha256	fetched_at_utc	attempts	discovered
https://docs.globaldatafeeds.in/getbasicindustries-21955934e0	200	270046	8b10ecff28c920039a2b455fbed9077a3351b1e72453460e2b55d53e6b16b86a	2026-07-14T08:06:02Z	1	1
https://docs.globaldatafeeds.in/getbhavcopycm-15575591e0	200	275626	0d74f8bfedd058327e80d52dd5221c037eaa044c6199e38db2336e6eed86dbc1	2026-07-14T08:06:05Z	1	1
https://docs.globaldatafeeds.in/getbhavcopyfo-15575592e0	200	276283	9ae6b184150a861454552c8e1dd912f74db376c943c36934d7acf136eb1df9cc	2026-07-14T08:06:08Z	1	1
https://docs.globaldatafeeds.in/getblockdeals-15575587e0	200	277085	f1d7876d9669ee5915ad52d1118fa270994d5f2eb292d6ffac6f00e9e284e591	2026-07-14T08:06:11Z	1	1
https://docs.globaldatafeeds.in/getbulkdeals-15575586e0	200	278455	d8564d5769c58023b6576ec36d238d2f64779a18bd8f70973593f13d49c9667d	2026-07-14T08:06:14Z	1	1
https://docs.globaldatafeeds.in/getcircuitbreakers-19111099e0	200	266337	8adf7aafa88f2355a6ef8e8921267bcd1ba450806f91eece006a2f0ca934b3b2	2026-07-14T08:06:16Z	1	1
https://docs.globaldatafeeds.in/getcircuitfilterdetails-15575595e0	200	269758	71e7255c21d9a4cafd2c29e801c0c1b021d2f1c9f0151caafda97cf2cbb6ccc9	2026-07-14T08:06:19Z	1	1
https://docs.globaldatafeeds.in/getcompanydata-15575603e0	200	277497	cdb8b6e6c16166d70b452982a483edcb8b92481f67836207300be32616b53822	2026-07-14T08:06:21Z	1	1
https://docs.globaldatafeeds.in/getcorporateactions-15575576e0	200	287906	dfa0e41725a9b164e91f790998b8daa7f0538e3164c46a4113a20dcb631670fe	2026-07-14T08:06:24Z	1	1
https://docs.globaldatafeeds.in/getcorporateactionscategories-16356140e0	200	280086	86b6fdff3b5b1804a31c3c1f85a9673332f9cb8596b802be4ce3121d82cb3242	2026-07-14T08:06:27Z	1	1
https://docs.globaldatafeeds.in/getcorporateannouncements-15575575e0	200	285216	7499b3e00d5841046929458919dc1798939835af6aedda6aa3255e33ddc3be4f	2026-07-14T08:06:30Z	1	1
https://docs.globaldatafeeds.in/getcorporateannouncementscategories-16005463e0	200	267853	ec8dd2cbe363e6a3b48e4ecff11de02f000f03f26ef1497646f48c0b2c8d5b66	2026-07-14T08:06:32Z	1	1
https://docs.globaldatafeeds.in/getdeliveryvolumes-15575588e0	200	272290	997d0b821269127aa134730a9de1d50dca87d409b954bd875dbd3d6ed57e4ece	2026-07-14T08:06:34Z	1	1
https://docs.globaldatafeeds.in/geteodstats-16005369e0	200	265674	251827f4e67f922c771626cc99ac42eeed2c7ba4b5f48838f207786a47a114a2	2026-07-14T08:06:37Z	1	1
https://docs.globaldatafeeds.in/getexchangemcap-17991613e0	200	269665	89a48f0dc228ab62ed25b64fcb199e3c05e9fa594ef8c456fbfc87b3af26c344	2026-07-14T08:06:39Z	1	1
https://docs.globaldatafeeds.in/getfiidii-37773825e0	200	293912	33ae24e22545a0837b47362eaadcc36fa0020597a44686dc96fc151642d8ac09	2026-07-14T08:06:42Z	1	1
https://docs.globaldatafeeds.in/getfinancialratios-27153098e0	200	276255	c407aec973efae93ec611e889bf297bd540af535869be3f44f8705fc207b948d	2026-07-14T08:06:45Z	1	1
https://docs.globaldatafeeds.in/getfinancialresults-15575585e0	200	277320	e01253dd59b67e102aebd4857795a9c2948583a0420be839e1c42e40573c5362	2026-07-14T08:06:48Z	1	1
https://docs.globaldatafeeds.in/getfinancialresultsitems-15575584e0	200	278949	3cd5d90aeabaf6df9996a1a73313de20882bf9a857e485da7d7334ee06c5016a	2026-07-14T08:06:50Z	1	1
https://docs.globaldatafeeds.in/getfuturesandoptions-15575593e0	200	274427	7f29c74c4bb6f5ee608ab5998465482b12991ffb81654e04f3efdb127b04886f	2026-07-14T08:06:53Z	1	1
https://docs.globaldatafeeds.in/getindexdetail-15575594e0	200	269442	89fc4b87c2e0fb26b0728157ce6a16fca5ad8cb5a8742e59925064e045a37ebc	2026-07-14T08:06:55Z	1	1
https://docs.globaldatafeeds.in/getindexhighlights-15575598e0	200	269065	cd8a402b6971a0877deacd947907ed1085bea42b29afb8e9bfbba79a9ba90572	2026-07-14T08:06:58Z	1	1
https://docs.globaldatafeeds.in/getindustries-21955709e0	200	270173	d7c85f5039a698f777a1b1bd96838d2002a5baabb2e5c2a3fe3326ab557a6719	2026-07-14T08:07:00Z	1	1
https://docs.globaldatafeeds.in/getinstruments-17992355e0	200	264364	60262cd41a40e9d36a796bc53f2f3fdbfdf40a2cd793ce281c098a6d91bbabdf	2026-07-14T08:07:02Z	1	1
https://docs.globaldatafeeds.in/getlimitation-15575606e0	200	251857	cefa3bc7a855e24aaef3db5ef7df4fd7cb206c5744cdc7e8a1ef106451157604	2026-07-14T08:07:05Z	1	1
https://docs.globaldatafeeds.in/getmei-21801200e0	200	269680	b410f9e862c3070f07e6c42eccaeedae270ca528636825fb4144b038ee1a42ec	2026-07-14T08:07:07Z	1	1
https://docs.globaldatafeeds.in/getnewhl-18721671e0	200	264930	f8d143073b2ac76a85c940c3e615a0b22bcfd0c2727aac300c0dc961526c1bda	2026-07-14T08:07:10Z	1	1
https://docs.globaldatafeeds.in/getresultscalendar-15575583e0	200	276788	2d8c3bea7f60dbf3946ba69ef45e65ab8c91824210f5ee858e75ebac65023e8f	2026-07-14T08:07:12Z	1	1
https://docs.globaldatafeeds.in/getscripgrouptradehighlights-15575600e0	200	289242	ae50e8be2967cad2ab3192ed04bd3e8cbe1c84b6c93efa29e4149f41f6f06315	2026-07-14T08:07:14Z	1	1
https://docs.globaldatafeeds.in/getscripmcap-15575589e0	200	274913	4a91b9c6baf96a5e922e34561ad43c7b7ac6b93a42627e17b84a337391626e3e	2026-07-14T08:07:17Z	1	1
https://docs.globaldatafeeds.in/getsectoralclassification-15575605e0	200	280877	a4509ea50cda313131d458e3e734c6b00bb7489521dd0bb892ad2270f13a5f3d	2026-07-14T08:07:19Z	1	1
https://docs.globaldatafeeds.in/getsectors-21797542e0	200	269819	4b8a83a468ae637d5073be7c3ebc50cc2581d5b0a76e6d636fdc6eeb11fb7ed2	2026-07-14T08:07:22Z	1	1
https://docs.globaldatafeeds.in/getserieschange-16934245e0	200	265786	230491e7c203fcad7c500697612c2e9145017a8d5760fcb90908e65be777c971	2026-07-14T08:07:24Z	1	1
https://docs.globaldatafeeds.in/getshp-15575578e0	200	272122	d313e904fc4effdaff5a98a133a60e724635e05544ba33a361158b2b659893df	2026-07-14T08:07:27Z	1	1
https://docs.globaldatafeeds.in/getshpadvanced-23196898e0	200	274974	2c824e67d020ad9bcde37638b67c0db1858d51ae6175af77554d25fcb8321798	2026-07-14T08:07:29Z	1	1
https://docs.globaldatafeeds.in/getshpitems-15575577e0	200	275187	5dfca6f88ae4850382fcac0f77b147c89ad434147f3e6fb42ba5689277e888ba	2026-07-14T08:07:32Z	1	1
https://docs.globaldatafeeds.in/getstatisticsgroupabcompanies-15575596e0	200	272270	7d900ffad2510b16dcd414eccdff13a154a0c38d4d4971be8bdf9af376ea044f	2026-07-14T08:07:34Z	1	1
https://docs.globaldatafeeds.in/getstatsmcap-17991704e0	200	264561	9027785843e4af3eca9357456e792e4cd8dee126adfa3614800bd70bf9dc2efb	2026-07-14T08:07:37Z	1	1
https://docs.globaldatafeeds.in/gettop5gainerslosers-15575597e0	200	290828	a09c0df4a04b9794220284af6131279d673ee3bbf3ed02d321e47f3beffa1825	2026-07-14T08:07:40Z	1	1
https://docs.globaldatafeeds.in/gettotaltradehighlights-15575599e0	200	271020	21ed02f8d473249673e7315bbaae8861b289e63097166d78feebb557445bc099	2026-07-14T08:07:42Z	1	1
https://docs.globaldatafeeds.in/getturnoverdetailsoftop15scripsofagroup-15575601e0	200	286460	5fdf4f4b244082cf2862f7e41b13003373a186d7164ee36de0010bb113766205	2026-07-14T08:07:45Z	1	1
https://docs.globaldatafeeds.in/getvolatality-17039702e0	200	264611	cd06fd38670a8d4d883f2b3ff5d4902070a1e5ad1ac77022acaeb2343d9206d3	2026-07-14T08:07:48Z	1	1
